sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 02 19 14:08:21:033;0,267;12;1;11,5814;0,8857;38,0859;3,2885;3,9063;
2026 02 19 14:08:21:035;0,267;12;1;11,5814;0,8857;38,0859;3,2885;19,5313;
2026 02 19 14:08:21:037;0,267;12;1;11,5814;0,8857;38,0859;3,2885;7,8125;
2026 02 19 14:08:21:039;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-3,9062;
2026 02 19 14:08:21:041;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-11,7187;
2026 02 19 14:08:21:043;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:045;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:047;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:049;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:051;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:053;0,267;12;1;11,5814;0,8857;38,0859;3,2885;3,9063;
2026 02 19 14:08:21:055;0,267;12;1;11,5814;0,8857;38,0859;3,2885;15,625;
2026 02 19 14:08:21:057;0,267;12;1;11,5814;0,8857;38,0859;3,2885;3,9063;
2026 02 19 14:08:21:059;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-7,8125;
2026 02 19 14:08:21:061;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:063;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:065;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-3,9062;
2026 02 19 14:08:21:067;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:069;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:071;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:073;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:075;0,267;12;1;11,5814;0,8857;38,0859;3,2885;15,625;
2026 02 19 14:08:21:077;0,267;12;1;11,5814;0,8857;38,0859;3,2885;7,8125;
2026 02 19 14:08:21:079;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:081;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:083;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-3,9062;
2026 02 19 14:08:21:085;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:087;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:089;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:091;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:093;0,267;12;1;11,5814;0,8857;38,0859;3,2885;3,9063;
2026 02 19 14:08:21:095;0,267;12;1;11,5814;0,8857;38,0859;3,2885;19,5313;
2026 02 19 14:08:21:097;0,267;12;1;11,5814;0,8857;38,0859;3,2885;7,8125;
2026 02 19 14:08:21:099;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-3,9062;
2026 02 19 14:08:21:101;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-11,7187;
2026 02 19 14:08:21:103;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:105;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:107;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:109;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:111;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:113;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
